"","X","workerid","property","trial_type","rt","trial_num","response","sentence","targetMention","item","type","Property"
"231",161,7,"has a pouch","free_production",4833,14,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"232",162,7,"is juvenile","free_production",4755,15,"joey","joey is juvenile",0,"joey is juvenile",NA,"are juvenile"
"233",163,7,"carries Lyme disease","free_production",4468,16,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"234",164,7,"doesnt carry Lyme disease","free_production",5846,17,"mosquito","mosquito doesn't carry Lyme disease",0,"mosquito doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"235",165,7,"is red","free_production",4854,18,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"236",166,7,"attacks swimmers","free_production",3849,19,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"237",166,7,"attacks swimmers","free_production",3849,19,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"238",167,7,"has wings","free_production",6596,20,"beatle","beatle has wings",0,"beatle has wings",NA,"have wings"
"239",167,7,"has wings","free_production",6596,20,"beatle","beatle has wings",0,"beatle has wings",NA,"have wings"
"240",168,7,"doesnt have beautiful feathers","free_production",8618,21,"finch","finch doesn't have beautiful feathers",0,"finch doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"241",169,8,"carries Lyme disease","free_production",5924,1,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"242",170,8,"doesnt have beautiful feathers","free_production",8760,2,"ostrich","ostrich doesn't have beautiful feathers",0,"ostrich doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"243",171,8,"carries malaria","free_production",7280,3,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"244",171,8,"carries malaria","free_production",7280,3,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"245",172,8,"attacks swimmers","free_production",6250,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"246",172,8,"attacks swimmers","free_production",6250,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"247",173,8,"has wings","free_production",6944,5,"butterfly","butterfly has wings",0,"butterfly has wings",NA,"have wings"
"248",173,8,"has wings","free_production",6944,5,"butterfly","butterfly has wings",0,"butterfly has wings",NA,"have wings"
"249",174,8,"has beautiful feathers","free_production",5354,6,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"250",175,8,"doesnt eat people","free_production",7422,7,"giraffe","giraffe doesn't eat people",0,"giraffe doesn't eat people",NA,"dont eat people"
"251",176,8,"doesnt carry Lyme disease","free_production",7245,8,"fly","fly doesn't carry Lyme disease",0,"fly doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"252",177,8,"has a pouch","free_production",3882,9,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"253",177,8,"has a pouch","free_production",3882,9,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"254",178,8,"doesnt carry malaria","free_production",5963,10,"moth","moth doesn't carry malaria",0,"moth doesn't carry malaria",NA,"dont carry malaria"
"255",179,8,"lays eggs","free_production",2881,11,"hen","hen lays eggs",0,"hen lays eggs",NA,"lay eggs"
"256",179,8,"lays eggs","free_production",2881,11,"hen","hen lays eggs",0,"hen lays eggs",NA,"lay eggs"
"257",179,8,"lays eggs","free_production",2881,11,"hen","hen lays eggs",0,"hen lays eggs",NA,"lay eggs"
"258",180,8,"is full-grown","free_production",5599,12,"elephant","elephant is full-grown",0,"elephant is full-grown",NA,"are full-grown"
"259",181,8,"is white","free_production",7781,13,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"260",181,8,"is white","free_production",7781,13,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"261",182,8,"is juvenile","free_production",9343,14,"rabbit","rabbit is juvenile",0,"rabbit is juvenile",NA,"are juvenile"
"262",183,8,"is red","free_production",2766,15,"fox","fox is red",0,"fox is red",NA,"are red"
"263",184,8,"has spots","free_production",5653,16,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"264",184,8,"has spots","free_production",5653,16,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"265",185,8,"eats people","free_production",10081,17,"lion","lion eats people",0,"lion eats people",NA,"eat people"
"266",186,8,"doesnt attack swimmers","free_production",4840,18,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"267",187,8,"is male","free_production",8194,19,"rooster","rooster is male",0,"rooster is male",NA,"are male"
"268",188,8,"is female","free_production",2884,20,"hen","hen is female",0,"hen is female",NA,"are female"
"269",189,8,"has a mane","free_production",7554,21,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"270",189,8,"has a mane","free_production",7554,21,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"271",190,9,"is full-grown","free_production",5466,1,"dog","dog is full-grown",0,"dog is full-grown",NA,"are full-grown"
"272",191,9,"has spots","free_production",6468,2,"giraffe","giraffe has spots",0,"giraffe has spots",NA,"have spots"
"273",191,9,"has spots","free_production",6468,2,"giraffe","giraffe has spots",0,"giraffe has spots",NA,"have spots"
"274",192,9,"attacks swimmers","free_production",2508,3,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"275",192,9,"attacks swimmers","free_production",2508,3,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"276",193,9,"is red","free_production",8483,4,"babboon","babboon is red",0,"babboon is red",NA,"are red"
"277",194,9,"has a pouch","free_production",2822,5,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"278",194,9,"has a pouch","free_production",2822,5,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"279",195,9,"lays eggs","free_production",2812,6,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"280",195,9,"lays eggs","free_production",2812,6,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"281",195,9,"lays eggs","free_production",2812,6,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"282",196,9,"doesnt have beautiful feathers","free_production",7109,7,"sparrow","sparrow doesn't have beautiful feathers",0,"sparrow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"283",197,9,"eats people","free_production",5193,8,"alligator","alligator eats people",0,"alligator eats people",NA,"eat people"
"284",198,9,"is juvenile","free_production",7529,9,"hyena","hyena is juvenile",0,"hyena is juvenile",NA,"are juvenile"
"285",199,9,"is white","free_production",5487,10,"lemur","lemur is white",0,"lemur is white",NA,"are white"
"286",199,9,"is white","free_production",5487,10,"lemur","lemur is white",0,"lemur is white",NA,"are white"
"287",200,9,"doesnt eat people","free_production",7834,11,"guppie","guppie doesn't eat people",0,"guppie doesn't eat people",NA,"dont eat people"
"288",201,9,"has beautiful feathers","free_production",2978,12,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"289",202,9,"carries Lyme disease","free_production",4214,13,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"290",203,9,"is female","free_production",3723,14,"cat","cat is female",0,"cat is female",NA,"are female"
"291",204,9,"doesnt carry Lyme disease","free_production",2842,15,"dog","dog doesn't carry Lyme disease",0,"dog doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"292",205,9,"doesnt carry malaria","free_production",5949,16,"ostrich","ostrich doesn't carry malaria",0,"ostrich doesn't carry malaria",NA,"dont carry malaria"
"293",206,9,"carries malaria","free_production",3758,17,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"294",206,9,"carries malaria","free_production",3758,17,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"295",207,9,"doesnt attack swimmers","free_production",5907,18,"starfish","starfish doesn't attack swimmers",0,"starfish doesn't attack swimmers",NA,"dont attack swimmers"
"296",208,9,"has a mane","free_production",3034,19,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"297",208,9,"has a mane","free_production",3034,19,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"298",209,9,"is male","free_production",5523,20,"seahorse","seahorse is male",0,"seahorse is male",NA,"are male"
"299",210,9,"has wings","free_production",7169,21,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"300",210,9,"has wings","free_production",7169,21,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"301",211,10,"doesnt attack swimmers","free_production",10226,1,"fish","fish doesn't attack swimmers",0,"fish doesn't attack swimmers",NA,"dont attack swimmers"
"302",212,10,"is juvenile","free_production",6893,2,"maggot","maggot is juvenile",0,"maggot is juvenile",NA,"are juvenile"
"303",213,10,"doesnt eat people","free_production",5023,3,"cow","cow doesn't eat people",0,"cow doesn't eat people",NA,"dont eat people"
"304",214,10,"is white","free_production",8240,4,"ermine","ermine is white",0,"ermine is white",NA,"are white"
"305",214,10,"is white","free_production",8240,4,"ermine","ermine is white",0,"ermine is white",NA,"are white"
"306",215,10,"doesnt have beautiful feathers","free_production",6570,5,"sparrow","sparrow doesn't have beautiful feathers",0,"sparrow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"307",216,10,"eats people","free_production",5298,6,"alligator","alligator eats people",0,"alligator eats people",NA,"eat people"
"308",217,10,"has a pouch","free_production",19910,7,"echidna","echidna has a pouch",0,"echidna has a pouch",NA,"have pouches"
"309",217,10,"has a pouch","free_production",19910,7,"echidna","echidna has a pouch",0,"echidna has a pouch",NA,"have pouches"
"310",218,10,"doesnt carry malaria","free_production",6302,8,"cat","cat doesn't carry malaria",0,"cat doesn't carry malaria",NA,"dont carry malaria"
"311",219,10,"attacks swimmers","free_production",6501,9,"jellyfish","jellyfish attacks swimmers",0,"jellyfish attacks swimmers",NA,"attack swimmers"
"312",219,10,"attacks swimmers","free_production",6501,9,"jellyfish","jellyfish attacks swimmers",0,"jellyfish attacks swimmers",NA,"attack swimmers"
"313",220,10,"has beautiful feathers","free_production",7533,10,"lovebird","lovebird has beautiful feathers",0,"lovebird has beautiful feathers",NA,"have beautiful feathers"
"314",221,10,"has wings","free_production",11285,11,"starling","starling has wings",0,"starling has wings",NA,"have wings"
"315",221,10,"has wings","free_production",11285,11,"starling","starling has wings",0,"starling has wings",NA,"have wings"
"316",222,10,"carries Lyme disease","free_production",3118,12,"deer","deer carries Lyme disease",0,"deer carries Lyme disease",NA,"carry Lyme disease"
"317",223,10,"doesnt carry Lyme disease","free_production",4168,13,"bear","bear doesn't carry Lyme disease",0,"bear doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"318",224,10,"is male","free_production",3768,14,"bull","bull is male",0,"bull is male",NA,"are male"
"319",225,10,"is red","free_production",3905,15,"fox","fox is red",0,"fox is red",NA,"are red"
"320",226,10,"carries malaria","free_production",3858,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"321",226,10,"carries malaria","free_production",3858,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"322",227,10,"is full-grown","free_production",6028,17,"fly","fly is full-grown",0,"fly is full-grown",NA,"are full-grown"
"323",228,10,"lays eggs","free_production",4495,18,"echidna","echidna lays eggs",0,"echidna lays eggs",NA,"lay eggs"
"324",228,10,"lays eggs","free_production",4495,18,"echidna","echidna lays eggs",0,"echidna lays eggs",NA,"lay eggs"
"325",228,10,"lays eggs","free_production",4495,18,"echidna","echidna lays eggs",0,"echidna lays eggs",NA,"lay eggs"
"326",229,10,"is female","free_production",9568,19,"cow","cow is female",0,"cow is female",NA,"are female"
"327",230,10,"has a mane","free_production",3710,20,"zebra","zebra has a mane",0,"zebra has a mane",NA,"have manes"
"328",230,10,"has a mane","free_production",3710,20,"zebra","zebra has a mane",0,"zebra has a mane",NA,"have manes"
"329",231,10,"has spots","free_production",3621,21,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"330",231,10,"has spots","free_production",3621,21,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"331",232,11,"carries malaria","free_production",6567,1,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"332",232,11,"carries malaria","free_production",6567,1,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"333",233,11,"is juvenile","free_production",6371,2,"bat","bat is juvenile",0,"bat is juvenile",NA,"are juvenile"
"334",234,11,"is white","free_production",5836,3,"cat","cat is white",0,"cat is white",NA,"are white"
"335",234,11,"is white","free_production",5836,3,"cat","cat is white",0,"cat is white",NA,"are white"
"336",235,11,"attacks swimmers","free_production",5060,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"337",235,11,"attacks swimmers","free_production",5060,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"338",236,11,"doesnt attack swimmers","free_production",5273,5,"ba","bas doesn't attack swimmers",0,"ba doesn't attack swimmers",NA,"dont attack swimmers"
"339",237,11,"doesnt eat people","free_production",10889,6,"bird","bird doesn't eat people",0,"bird doesn't eat people",NA,"dont eat people"
"340",238,11,"doesnt carry Lyme disease","free_production",5027,7,"dog","dog doesn't carry Lyme disease",0,"dog doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"341",239,11,"doesnt carry malaria","free_production",4871,8,"bird","bird doesn't carry malaria",0,"bird doesn't carry malaria",NA,"dont carry malaria"
"342",240,11,"is full-grown","free_production",3106,9,"cow","cow is full-grown",0,"cow is full-grown",NA,"are full-grown"
"343",241,11,"has spots","free_production",7520,10,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
